uuid,course_code,course_acronym,course_name,dept_acronym,description,credits,prerequisites,antirequisites,semester,semester_type,professor_allocated,schedule,related_course_codes,created_at,updated_at,suitable tags
d2730202-022b-43e4-a54d-ccaab3a89555,MTH376,MB,Mechanics of Bodies,MTH,"This course is a basic course for university undergraduate students covering concepts in Newtonian mechanics including rectilinear motion, rigid body rotation, simple harmonic motion, damped oscillations, projectiles, circular motion. Other concepts covered in this course the conservation of energy, linear momentum and angular momentum, phase-plane analysis and the concept of limit cycles. More advanced topics include study of motion via variational principles such as Hamilton’s equation, as well as tensor algebra.",4,MTH100,,,monsoon,TBA,[],,52:16.5,52:16.5,"classical-mechanics, rigid-body-dynamics, kinematics, forces-and-momentum, applied-physics"
d3825387-7cae-425e-9c8e-05d9d8dec062,ECE651,MS,Multimedia Security,ECE,"Media Security course introduces the multimedia fundamentals and security related issues such as rights protection, authentication, traitor tracing, forensics, adversarial signal processing, covert communication and surveillance. Overview of different aspects of multimedia security and compression techniques, architectures and standards will be discussed. Some of the course topics are information hiding and its applications, media compression, robustness analysis, encryption, passive forensics, source identification, multimedia signatures and egocentric video forensics, adversarial signal processing, Discrete Fourier/Wavelet Transform, electrical network frequency estimation, visual surveillance, steganography and steganalysis.",4,ECE350,,,winter,TBA,[],CSE694F,52:14.0,52:14.0,"media-encryption, watermarking, content-authentication, DRM, secure-multimedia-transmission"
d4087fa8-5c13-4c7f-b688-7ec0613fb551,MTH210,DS,Discrete Structures,MTH,"This is a basic course in discrete mathematics, tailored for students in the computer science and applied math program. The course is intended to give students an exposure to formal mathematical language, the notion of proofs, and basic discrete structures such as graphs and permutations, as well as discrete probability and the probabilistic method.",4,,CSE121,3,monsoon,Ashish Kumar Pandey,"[{""day"": ""Monday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Wednesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:16.5,52:16.5,"sets-and-relations, logic-and-proof, combinatorics, graph-theory, mathematical-structures, discrete-math"
d42ac6cc-cdbe-409c-8219-c9f471ba3361,CSE581,SADRE,"Systems Analysis, Design and Requirements Engineering",CSE,"System analysis, design and requirements engineering course deals with planning the development of software systems through analysing, understanding, specifying and designing the different components of the software system and how they work together. Software development teams usually solve business problems through analyzing the requirements and designing systems by applying analysis and design techniques. This course deals with the concepts, skills, taxonomies, techniques, theories, and cognitive perspectives essential for the same. Students would understand various theories of software engineering and apply them in analyzing and designing software systems. Requirements derived will be used to develop abstraction of user-centered designs at conceptual level with focus on human psychological (cognitive) aspects. Emphasis is mainly placed on the various software engineering process theories and taxonomies that would help explain and understand (and sometimes predict) how and when an (SE) entity changes and develops.",4,,,,winter,TBA,[],,52:14.0,52:14.0,"software-requirements, system-modeling, UML, software-life-cycle, requirements-gathering, stakeholder-analysis"
d48b104d-4a30-477f-9c1f-16fef4fcfc73,ECE534,OCS,Optical Communications Systems,ECE,"To introduce students to the fundamental principles of modern fiber-optic communication systems which include components and system design of optical fiber communication and apply these principles to calculate system performance. Topics include step-index fibers, graded-index fibers, fiber modes, single-mode fibers, multimode fibers, dispersion, loss mechanics, fiber fabrication, light-emission processes in semiconductors, light-emitting diodes, laser diodes, modulation response, source-fiber coupling, photo-detectors, receivers, receiver noise and sensitivity, system design, power budget and rise-time budget, Optical networks, wavelength division multiplexing (WDM) and coherent optical communications.",4,ECE240,,,winter,TBA,[],,52:16.5,52:16.5,"fiber-optics, light-propagation, modulation-techniques, optical-networking, photonic-devices"
d4d818ef-4176-4c58-b964-2282237fb7f1,ECE525,QM,Quantum Mechanics,ECE,"Presently, Quantum Technolgy is an emerging field and a sound understanding of fundamentals of QM is crucial for students interested in venturing into this field. This course is designed to prepare the students to take up more advanced courses in Quantum technology.",4,MTH100,,7,monsoon,Sayak Bhattacharya,"[{""day"": ""Tuesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Thursday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:16.5,52:16.5,"wave-functions, uncertainty-principle, schrodinger-equation, quantum-states, operator-theory"
d52ae9a4-4b0f-41bc-83d7-1d1f723829bc,ECE530,QCN,Quantum Communication and Networks,ECE,"Traditionally, security to information exchange over classical communication channels has been provided by computationally complex encryption algorithms. However, given the anticipated research and development in Quantum Computers, these algorithms are at risk of being broken. Additionally, the volume of data has been exponentially rising with the introduction of new telecom services like 5G and IoT, where any compromise in the security of the ICT infrastructure will lead to a high amount of Service Level Agreements (SLA) violations, a deficit of trust and loss of valuable data. Considering these developments, there have been major efforts in developing ICT infrastructure that provides unconditional security while utilizing the fundamental laws of Quantum Mechanics. In this course, the students will be able to appreciate the aspects of Quantum Information while developing an understanding of Quantum Key Distribution (QKD) protocols which will form the basis of secured communication in the future. Further students will also learn how to apply QKD in traditional telecom infrastructure (over both fiber and wireless channels) and develop an understanding of Quantum Internet.",4,,,7,monsoon,Abhijit Mitra,"[{""day"": ""Wednesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Friday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:16.5,52:16.5,"quantum-entanglement, quantum-cryptography, QKD, quantum-network-architecture, secure-communication"
d65b016f-3ad7-4667-8196-b082aa888c5c,DES509,DF,Design Futures,DES,"This course will provide a theoretical and practical understanding of an emerging discipline in Human-Computer Interaction (HCI) known as Design Furtures (aka Speculative Design and Critical Design Fiction). Students will read and critique case studies from the Design Futures corpus. There will be studio time for developing skills in creating future scenarios, making future prototypes, and creating design fiction videos that depict the implications and consequences, both postive and negative, of future design scenarios. This is a studio course held once per week in a 3 hour block that will combine both discussion and practical exercises.",4,DES519,,5,monsoon,TBA,[],,52:19.3,52:19.3,"speculative-design, foresight-thinking, emerging-technologies, scenario-planning, innovation-strategy"
d66d5c3a-24d3-46ee-b652-962a151a7096,CSE566,MMS,Mobile and Middleware Systems,CSE,"This objective of this course is to train students in building mobile and middleware systems that are relevant for variety of domains, including but not limited to, crowdsensing, crowdsourcing, public helath, education, etc. The course will teach contemporary middleware systems in practice and associated technologies to implement them. We will specifically be targetting middleware for unstructured data captured by mobile devices. Computer Science as well as Design students will benefit from in-depth understanding of how Middleware works and as well developing the capacity to develop them. We would discuss middleware related issues for data collection, data privacy, data processing, analysis, and Visualization etc.",4,CSE535,,,monsoon,TBA,[],DES5MMS,52:14.0,52:14.0,"mobile-computing, service-oriented-architecture, distributed-systems, middleware-platforms, mobile-app-architecture"
d6bbee64-d5b9-4b5b-9282-a942201bbb40,ECE431,ATD,Antennas Theory and Design,ECE,The course aims to introduce the principles of antenna theory and design as well as wave propagation to senior undergraduate and graduate students who have a background in fundamental electromagnetics. The course will enable the students to understand the operation of common antennas and provide them an opportunity to design and test antennas. Thus the course will combine both the theoretical and practical aspects of antenna design. This course may be useful to students interested in implementing wireless systems (communications and radar).,4,ECE230,,5,monsoon,Shobha Sunder Ram,"[{""day"": ""Tuesday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}, {""day"": ""Thursday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}]",ECE631,52:16.5,52:16.5,"antenna-design, radiation-patterns, EM-wave-propagation, RF-systems, wireless-communication-hardware"
d8f162db-08c9-4f9b-ba66-a8240ba5a18f,ESC207A,EEE,"Ecology, Evolution, and Environment",OTHERS,"The goal of this course is to familiarize the students with basic concepts in Ecology, Evolution, and Environmental Science, develop in them an understanding of the current environmental issues and the need for biodiversity conservation.",4,,ESC205A,6,winter,D.K. Sharma,"[{""day"": ""Thursday"", ""end_time"": ""15:00"", ""start_time"": ""13:30""}]",,52:21.9,52:21.9,"biodiversity, ecological-models, evolutionary-biology, climate-systems, conservation-science"
d929bb10-bf15-483f-8294-95ee37fb7df4,SOC302,US,Urban Sociology,SSH,"What is a city? Why is technological advancement/innovation associated with cities? Who belongs to a city? How is a city different from a countryside? Why is urban life coveted? Does Paris in France have an old city area like many Indian cities have? What makes each city different yet similar? Is everyone’s experience of living in the city the same? Urban Sociology studies the relationship between city, its institutions, its space and its people. Over the course of this semester, this course will look at (i) cities, their origin and evolution; (ii) the nature and character of cities (iii) how technology has shaped urban landscape and urban social relations; (iv) conflicts and contestations that characterise life in city; and (v) the future of cities in a digital, global age. The course will familiarise students with the macro and micro forces shaping the urban landscape and social relations. The course through a combination of lectures, case studies and activities will highlight challenges and opportunities associated with cities in a bid to encourage application of students’ technological knowledge in a sociologically relevant and socially viable manner to address urban phenomena and urban challenges. The course will broadly cover themes like urbanism, urbanisation, suburbanisation, peri-urbanisation, gentrification, slums, urban villages, segregation and inequality, right to the city, smart cities, digital technology and cities. At the culmination of this course students will broadly be familiar with ideas and debates in urban sociology.",4,,,,winter,TBA,[],,52:19.3,52:19.3,"urbanization, social-infrastructure, city-life-analysis, community-dynamics, migration-patterns"
d9ed51d3-377e-42e9-b583-1c229507771b,CSE345,FCS,Foundations of Computer Security,CSE,"This course provides a principled introduction to techniques for defending against hostile adversaries in modern computer systems and computer networks. Topics covered in the course include Threat modeling; ACL mechanism, Access control list; Access Control; Matrix Types of ACL; network security, including cryptography and cryptographic protocols, firewalls, and network denial-of-service attacks and defenses; Crime-ware addressing issues like phishing, malware, social engineering; Auditing; Multilevel and multi-lateral security Information flow control, MAC, MLS; Security protocols. More advanced topics will additionally be covered as time permits, such as: Program Security; techniques to provide privacy in Internet applications; and protecting digital content (music, video, software) from unintended use.",4,,,6,winter,Arun Balaji Buduru,"[{""day"": ""Monday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Thursday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",CSE545,52:14.0,52:14.0,"cryptography, secure-programming, access-control, authentication, security-models, software-vulnerabilities"
da894590-c14c-4722-8f03-950e959f9407,CSE529,AAG,Approximation Algorithms,CSE,,4,CSE222,,,winter,TBA,[],,52:14.0,52:14.0,"NP-hard-problems, optimization-theory, approximation-ratios, greedy-algorithms, theoretical-computer-science"
db927692-20b0-44f4-b70a-8d1179f8ecbe,CSE231,OS,Operating Systems,CSE,"Operating system is the interface between the hardware and the user; it is responsible for the management and coordination of activities and the sharing of the resources of the computer. Operating system offers a number of services to application programs and users. Applications access these services through application programming interfaces (APIs) or system calls. By invoking these interfaces, the application can request a service from the operating system, pass parameters, and receive the results of the operation. The course on Operating System has two components: theory and programming. Theory component covers the underline concepts and principles of operating system whereas programming component involves the practical implementation of theoretical concepts",4,CSE102,,3,monsoon,"Vivek Kumar, V. Raghava Mutharaju","[{""day"": ""Tuesday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}, {""day"": ""Thursday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}]",,52:14.0,52:14.0,"process-management, memory-allocation, concurrency, file-systems, OS-design, scheduling"
dc22be47-b6fd-44c7-8040-b844cf115f21,ECE613,ASSD,Advanced Solid-state Devices (ASD),ECE,"This course will cover the fundamental principles of diode, MOSFET, and BJT, and will also explain advanced concepts related to these devices, such as non-ideal effects. It will develop an understanding that will be useful in designing semiconductor-based circuits and systems. This course will also cover futuristic solid-state devices that will help students undertake device-centric research in the future.",4,,,6,winter,Sneh Saurabh,"[{""day"": ""Monday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Thursday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:16.5,52:16.5,"semiconductor-physics, nanoelectronics, carrier-dynamics, device-characterization, advanced-materials"
dd5190d6-14f5-47c3-a948-edd9eddffcd6,DES307,MDG,Motion Design and Graphics,DES,This course introduces students to: (i) Define functions and significant of Motion Graphics ; (ii) Introduction to the principles of motion graphics production. ; (iii) The basic software/tools used in the manipulation and control of motion graphics. ; (iv) Developing own a short visual story from a script.,4,,DES518,5,monsoon,Anoop Ratn,"[{""day"": ""Tuesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Thursday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",DES526,52:19.3,52:19.3,"animation-principles, motion-graphics, visual-storytelling, kinetic-typography, graphic-animation"
dd9083ff-277a-46dd-83ee-5eadc0431581,PSY306,LM,Learning and Memory,SSH,"The course will introduce the students to the stages and mechanisms by which environmental information is learned;how it flows from sensory receptors through sensory, short- term to long-term memory, its storage and retrieval. Lectures and discussions will draw from published scientific evidence mainly in the areas of behaviour, neuroimaging and neurophysiology to elucidate the organization and implementation of memory in the brain that influences various aspects of human cognition. An additional component will involve computational analysis of experimental datasets in this field to draw brain-behaviour inferences pertaining to learning and memory. The course will engage students to develop analytical thinking based on experimental data towards building capacity for original ideation in this area of cognitive science that is relatable to science and technology.",4,,,6,winter,Mrinmoy Chakrabarty,"[{""day"": ""Tuesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Friday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",PSY506,52:19.3,52:19.3,"cognitive-neuroscience, memory-systems, behavioral-theory, learning-mechanisms, experimental-psychology"
ddaa831c-c83c-4fa6-9297-325ea258e709,MTH512,ANT,Algebraic Number Theory,MTH,"An algebraic number field is a field obtained by adjoining to the rational numbers the roots of an irreducible rational polynomial. Algebraic number theory is the study of properies of such fields. This course will cover the following topics: number fields, rings of integers, factorization in Dedekind domains, class numbers and class groups, units in rings of integers , valuations and local fields, and if time permits decomposition of primes, and zeta functions of number fields. These tools provide solutions to several problems which are elementary to state but surprisingly difficult to resolve, including Pell’s equation, quadratic reciprocity, the two squares theorem and the four squares theorem (every positive integer is a sum of four square integers).",4,,,,monsoon,TBA,[],,52:16.5,52:16.5,"algebraic-structures, number-fields, Galois-theory, prime-ideals, Diophantine-equations, ring-theory"
ded3afb2-9616-4c54-8df5-b6ab08a9a815,DES303,FMRP,Film Making and Radio Podcasting,DES,"You cannot be a good film maker if you don’t know how to edit audio sound track and video film footage. One of the worlds greatest film maker Eisenstein stated: ""Cinematography is, first and foremost, montage."" Eisenstein believed that film montage could create ideas or have an impact beyond the individual images. Two or more images edited together create a ""tertium quid"" (third thing) that makes the whole greater than the sum of its individual parts. Similarly Alfred Hitchcock said “For me, cinema is essentially emotion. It is pieces of film joined together that create an idea, which in turn creates an emotion in the mind of the audience. Not through spoken words, but through the visuals. It's a visual medium. And montage is the main thing. All moviemaking is pure montage."" It is believed by some that good films are made more on the editing table. This course will not only give you the basic technical skills but will also hand hold you into making a aesthetically correct decisions in assembling a film",4,,,,monsoon,TBA,[],,52:19.3,52:19.3,"media-production, audio-visual-storytelling, script-writing, radio-journalism, sound-editing, cinematography"
e0869c63-fb64-431f-88f5-20fbbd8468f1,BTP498,BTP,BTech Project,OTHERS,BTech Project taken by an individual while opting a major project for his/her degree under any professor for a span of two regular semesters or two regular and one summer semester in order to pursue for cgpa boost / research in some domain.,4,,,5,Monsoon,TBA,,,36:37.3,36:37.3,"research-project, independent-work, applied-learning, innovation, implementation-focused, capstone-experience"
e0a07acc-b1e1-4ad5-9fc7-4bbb4ca99337,DES202,VDC,Visual Design & Communication,DES,"VISUAL DESIGN : Based on the premise that Visual Design is a discipline of design that applies the principles of visual language for better analysis and understanding of design problem and solution, this course focuses on the elements and principles of the visual language and their semantic use. A multi- disciplinary domain, design consists of, aesthetics, architecture, products, communication, processes, systems, technology, business/commerce, ramification on environment and society and demands clear understanding of design fundamentals. Apart from the thorough knowledge of core concepts, design also requires the representation of concepts visually to make effective or functional communication and iteration of ideas. For creative skills and aesthetic sense, one must clearly understand the use of basic design elements and their applications for a particular design solution. For a designer to communicate more concisely and in a visually appropriate manner, it is necessary to use commonly understood principles, perspective and design layout standards. Together, these conventions constitute a visual language, and help to ensure that the drawing is clear and relatively easy to understand. VISUAL COMMUNICATION :  The concept and science of Visual Communication is introduced as the relationship between human information processing, with emphasis on processing of visual information and design of messages. It includes visual perception, Gestalt laws of organization, semantics, working memory (STM & LTM) and their implications on. The course also introduces students to the fundamentals of Typography and Photography. The Typography course introduces students to the fundamentals of Typography and its application in effective product interface/communication. And the Photography course introduces the students to photography as a medium of visual language and applies it to visual design. In today’s world that is crowded with visual stimulus it is important to cut through the noise and be able to decipher, capture and create visual images that communicate.",4,DES101,,2,winter,Anoop Ratn,"[{""day"": ""Tuesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Thursday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",,52:19.3,52:19.3,"graphic-design, visual-literacy, design-theory, color-psychology, communication-design, UI-basics"
e16cf006-4531-4337-bc33-830367009ae1,CSE640,CF,Collaborative Filtering,CSE,Recommender systems have around for sometime. But in recent times with the boom of retail online trade recommendation systems and the hype around the NetFlix competition has made recommender systems a major topic in data mining. In this course we will learn about different aspects of recommender systems with particular emphasis on its algorithms,4,MTH100,,,monsoon,TBA,[],,52:14.0,52:14.0,"recommender-systems, matrix-factorization, user-item-analysis, personalization, prediction-algorithms"
e1b8c22a-36a1-41c8-9dd2-6f2020d59aad,MTH550,RKHSA,Reproducing Kernel Hilbert Spaces with Applications (New),MTH,"Reproducing kernel Hilbert spaces (RKHS) theory is extensively used in various areas of Mathematics as well as in many applications such as signal processing and pattern analysis. The notion of a kernel function - a certain positive semidefinite function, for example, a dot product of two vectors - as well as how to construct the associated RKHS and related geometry will be covered in this course. Additionally, the techniques one learns in this course can help in crafting efficient solutions to some interesting problems via kernels. The learning outcomes from this course will further understanding in the aforementioned areas, and to modelling solutions to problems in signal processing, statistics and machine learning.",4,"MTH100,MTH240",,,winter,TBA,[],,52:16.5,52:16.5,"RKHS, functional-analysis, kernel-methods, support-vector-machines, mathematical-foundations"
e1d66150-7a50-4de7-81b5-58db6839b377,CSE421,CMPT,Complexity Theory,CSE,"Computational problems can be studied from the point of view of computational resources (e.g., running time) required to solve them – this forms the notional of computational difficulty. Apart from the nature of the problem, the difficulty also depends on the underlying model of computation, including non-deterministic, non-uniform and randomized models. Problems can be related to each other based on their resource usage, and problems with similar difficulty can be grouped together to form a classification of computational problems into complexity classes. Computational complexity is about studying the above concepts, and is especially concerned with giving precise upper and lower bound on the amount of resources required to solve certain problems. This has had a profound impact on current algorithm design and cryptography, and still sees applications in areas outside of theoretical computer science.",4,"CSE102,MTH201,CSE322,CSE121",,,monsoon,TBA,[],CSE621,52:14.0,52:14.0,"computational-complexity, P-vs-NP, reduction-techniques, completeness-classes, intractability-theory"
e27aa879-7715-4059-bf6c-046aec799b71,CSE643,AI,Artificial Intelligence,CSE,"This is an introductory course in Artificial Intelligence. This course introduces the students to various search techniques, knowledge representation, reasoning, and learning.",4,CSE102,,5,monsoon,Saket Anand,"[{""day"": ""Tuesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Thursday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:14.0,52:14.0,"AI-methods, knowledge-representation, search-algorithms, planning, logic-based-reasoning, intelligent-agents"
e2ee0c67-afe0-44b6-96c2-c1a7f6c16d83,CSE340,DIP,Digital Image Processing,ECE,"Course includes fundamental theories and algorithms of digital image acquisition, color representation, sampling and quantization, frequency transform via DFT, enhancement, filtering, restoration, analysis, feature extraction, segmentation, morphological transform, and compression. Practical applications such as JPEG compression will be covered.",4,"MTH100,MTH201",,5,monsoon,Vinayak Abrol,"[{""day"": ""Tuesday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}, {""day"": ""Thursday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}]",,52:14.0,52:14.0,"image-enhancement, filtering-techniques, edge-detection, computer-vision-basics, image-transformation"
e2f602e6-472c-46e3-978b-9a9c62a06dad,ECE321,RFCD,RF Circuit Design,ECE,"This course is designed for exposure to circuits and systems design techniques for radio communications leading towards the recent research in the domain of advanced radio technology. In the first half of the course, students will be exposed to the fundamental concepts of passive and active circuits design at radio frequencies. These fundamental concepts require substantial understanding of transmission line theory and Smith chart and therefore this course will start with thorough discussion on these two topics. This half also includes training of students on the commercial software tool known as Advanced Design System (ADS). There will be tutorials on schematics, layout and optimization techniques to familiarize the students with the ADS. The students will have to subsequently do several design assignments using ADS. In the second half of the course, students will be introduced to design aspects of components such as matching networks, couplers, and power dividers etc. As part of the course projects, the students will have opportunity to carry out projects from conception to realization, PCB manufacture and then measurements using VNA.",4,ECE230,,,winter,TBA,[],ECE521,52:16.5,52:16.5,"RF-amplifiers, impedance-matching, high-frequency-design, S-parameters, communication-electronics"
e357ad01-b8d9-4693-8b9a-73a472bf83c5,MTH201,P&S,Probability and Statistics,MTH,"The course introduces students to probability theory and how it can be applied to statistical problems. They learn about probabilistic models that occur in common applications. They are introduced to probability mass and density functions and statistics like expectation, correlation, and covariance. This is followed by an introduction to sampling statistics like the sample mean and variance, statistical hypothesis testing, and parameter estimation.",4,,,2,winter,Sanjit Kaul / Sneha Chaubey,"[{""day"": ""Tuesday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}, {""day"": ""Thursday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}]",,52:16.5,52:16.5,"random-variables, probability-distributions, hypothesis-testing, descriptive-stats, statistical-inference"
e39da39e-6250-4010-a318-d19b3a7a005b,SOC308,GM,Gender and Media,SSH,"Everyone around us is talking about the TV show Game of Thrones (GoT), isn’t it? But ever wondered that in GoT, land and titles are being passed in the male bloodline while the women are married off for political reasons and alliances? The former are mostly depicted as violent, muscular, powerful and aggressive while the latter as being submissive, dependent, innocent and sexualised. In varying forms and degrees these characterisations are replicated across various media platforms. Drawing primarily from sociology and supporting literature from media studies, cultural studies, feminist theory, and internet/new media studies, the course on gender and media will introduce students to mediated construction and presentations of gender through engagement with representations of masculinity, femininity and sexualities, and their intersectionality with class, race, ethnicity and caste, in print and electronic media. The course will interrogate the political economy, diversity and the composition of labour market of media industry to understand gendered power inequalities in media. Instagram and Facebook content will be examined to probe questions around how media becomes an important means for self-presentation, power, assertion and identity formation. The course will also discuss issues of digital spaces, safety and risk through an engagement with issues of cyber misogyny and gendered online activism by drawing on contemporary examples of hashtag activism namely #metoo, #youtoo, #notallmen and #blacklivesmatter. Grounded in learning by doing, an important part of the course will be to train students to not just become critical consumers but also responsible producers of media. The course will involve assignments and activities on content analysis of television sitcoms, advertisements, Bollywood and regional cinema, print media and digital platforms (blogs, vlogs, avatars) to analyse gendered and racialized language and embodiment in the construction of identities. All the writings that the students do will be used to create a blog on interrogating media from a gender lens.",4,,,,monsoon,TBA,[],SOC514,52:19.3,52:19.3,"gender-representation, feminist-theory, media-analysis, identity-politics, cultural-narratives"
e41d6ce1-96c3-414a-96c5-f8985ffc1974,ECE573,AELD,Advanced Embedded Logic Design,ECE,"Embedded systems consisting of multi-core processors with co-processors as well as accelerators such as GPU and FPGA are widely being used in various wireless, multimedia, data centers, video processing and computer vision applications. The main focus of this course is to introduce various embedded system concepts via theory and lab sessions followed by building real-world embedded systems. In this course, students will learn hardware software co-design approach to learn how to implement the embedded systems on heterogenos SoC and optimize their area and power performance. In the theory part of the course, various concepts such as processor architecture, interrupts, cache system, direct memory access (DMA), co-processors, hardware-software co-design along with AXI protocol will be discussed in detail. Labs and assignments will focus on developing working programs that use various features and ports of SoC (Zybo, Zedboard and ZC706 platform) including GPIO, UART, ethernet, floating point unit (FPU), SIMD co-processor, interrupts, timers, DMA, DDR memory etc. Few weeks will be dedicated to implementation of machine learning algorithms on SoC via hardware-software co-design approach followed by projects exploring dynamic partial reconfigurations enabling real-time switch between the various ML algorithms.",4,CSE234,,6,winter,Sumit Darak,"[{""day"": ""Wednesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""},{""day"": ""Friday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",,52:16.5,52:16.5,"FPGA-design, HDL-programming, embedded-systems, logic-optimization, real-time-hardware"
e42d080a-87c1-4643-9d48-20935a0d305b,BIO546,CM,Computing for Medicine,BIO,"This objective of this course is to train students in creation of computing solutions that are relevant to medicine. The course will pick timely and relevant topics in computing such as the building blocks of electronic health records, modeling and visualizing diseases, pathogen and human factors involved in spread and the ever increasing role of information management and computing in managing diseases.",4,,,5,monsoon,Tavpritesh Sethi,"[{""day"": ""Tuesday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}, {""day"": ""Thursday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}]",CSE585,52:19.3,52:19.3,"biomedical-informatics, health-data-analysis, clinical-computing, decision-support, computational-health"
e4c21a06-239e-4262-bfe6-5b4f02cb3b12,ECE55G,5GN,Modeling and Analysis of Random 5G Networks,ECE,"This course will commence with introduction to the tools from stochastic geometry, applied in the context of wireless network modeling. Then, the course will build up on the learned tools to model several features of 5G systems such as mm-wave communication, massive MIMO, ultra dense networks etc. Detailed PHY layer aspects will be translated into simplistic stochastic geometry models, for performing system-level analysis. A notion of performance metrics for the users in modern wireless systems will be developed, e.g., SINR coverage, rate coverage, positioning accuracy, network load etc. The fundamental tractability-accuracy tradeoffs will be discussed while choosing appropriate stochastic geometry tools for modeling 5G networks. Impact of physical layer modeling on the MAC layer protocols will be studied and accordingly, cross-layer algorithms will be discussed. Throughout the course, several real-world examples will be demonstrated showcasing the practical impact of the tools learned in the course.",4,MTH201,,,winter,TBA,[],,52:16.5,52:16.5,"stochastic-geometry, 5G-networks, network-performance, wireless-coverage, random-processes"
e4f96612-d623-4250-a1a2-723847574bb8,BIO533,S&SB,Systems and Synthetic Biology,BIO,This course introduces systems and synthetic biology to students with interest in applying mathematical techniques to biological problem. The main aim of this course is to train students to build mathematical models of complex biological systems and make predictions about the functions of the biological systems in-silico under various conditions. They will also learn conditions to build synthetic circuit in-silico to optimize its functions under various scenarios.,4,"BIO531,BIO501",,,winter,TBA,[],,52:19.3,52:19.3,"gene-networks, biological-modeling, synthetic-pathways, cell-engineering, systems-biology-simulation"
e4fdaa59-fcde-4ac9-a25f-4687279438e1,ECE557,SRU,Speech Recognition and Understanding,ECE,This is an introductory course on Speech Recognition and Understanding offered to undergraduate and graduate students. The goal is to develop understanding of traditional as well as contemporary speech processing techniques and enable students to develop applications using existing tools. Students will be given theory and programming assignments targeted towards solving real-world speech recognition problems. Groups of two or three will do a course project and show a demonstration at the end of the semester.,4,ECE250,,,winter,TBA,[],,52:16.5,52:16.5,"speech-processing, acoustic-modeling, automatic-speech-recognition, NLP-audio, voice-understanding"
e52b8fda-5fac-4fe4-9c0b-a5f6929024cc,BIO522,ACB,Algorithms in Computational Biology,BIO,This is an introductory course on algorithms for computational biology. The goal is to make students familiar with the basics of algorithm designing techniques and their application in solving problems of molecular biology. Students will be trained for developing their own algorithms for solving real life biological problems. Hands on training will be given for commonly used softwares for genomic data analysis.,4,,BIO321,6,winter,N. Arul Murugan,"[{""day"": ""Tuesday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}, {""day"": ""Thursday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}]",,52:19.3,52:19.3,"genome-algorithms, bioinformatics, sequence-alignment, phylogenetics, dynamic-programming-biology"
